,Position,Track Name,Artist,Streams,URL,Date,Region
83,84,Hymn For The Weekend - Seeb Remix,Coldplay,2327,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,ec
185,186,The Scientist,Coldplay,1285,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-01,ec
195,196,Adventure Of A Lifetime,Coldplay,1236,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-01,ec
268,69,Hymn For The Weekend - Seeb Remix,Coldplay,2519,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-02,ec
301,102,The Scientist,Coldplay,1998,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-02,ec
350,151,Adventure Of A Lifetime,Coldplay,1455,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-02,ec
367,168,Hymn For The Weekend,Coldplay,1316,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-02,ec
469,70,Hymn For The Weekend - Seeb Remix,Coldplay,2946,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-03,ec
499,100,The Scientist,Coldplay,2151,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-03,ec
540,141,Hymn For The Weekend,Coldplay,1703,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-03,ec
543,144,Adventure Of A Lifetime,Coldplay,1670,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-03,ec
663,64,Hymn For The Weekend - Seeb Remix,Coldplay,3141,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-04,ec
704,105,The Scientist,Coldplay,2199,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-04,ec
760,161,Adventure Of A Lifetime,Coldplay,1570,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-04,ec
780,181,Hymn For The Weekend,Coldplay,1472,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-04,ec
864,65,Hymn For The Weekend - Seeb Remix,Coldplay,3078,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-05,ec
909,110,The Scientist,Coldplay,2208,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-05,ec
951,152,Adventure Of A Lifetime,Coldplay,1658,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-05,ec
991,192,Hymn For The Weekend,Coldplay,1449,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-05,ec
1071,72,Hymn For The Weekend - Seeb Remix,Coldplay,3035,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-06,ec
1123,124,The Scientist,Coldplay,2063,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-06,ec
1171,172,Adventure Of A Lifetime,Coldplay,1545,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-06,ec
1193,194,Hymn For The Weekend,Coldplay,1469,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-06,ec
1283,84,Hymn For The Weekend - Seeb Remix,Coldplay,2773,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-07,ec
1338,139,The Scientist,Coldplay,1928,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-07,ec
1381,182,Adventure Of A Lifetime,Coldplay,1537,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-07,ec
1482,83,Hymn For The Weekend - Seeb Remix,Coldplay,2687,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-08,ec
1520,121,The Scientist,Coldplay,2072,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-08,ec
1585,186,Adventure Of A Lifetime,Coldplay,1448,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-08,ec
1680,81,Hymn For The Weekend - Seeb Remix,Coldplay,2678,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-09,ec
1692,93,The Scientist,Coldplay,2484,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-09,ec
1760,161,Adventure Of A Lifetime,Coldplay,1546,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-09,ec
1876,77,Hymn For The Weekend - Seeb Remix,Coldplay,2783,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-10,ec
1908,109,The Scientist,Coldplay,2073,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-10,ec
1964,165,Adventure Of A Lifetime,Coldplay,1516,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-10,ec
2072,73,Hymn For The Weekend - Seeb Remix,Coldplay,3030,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-11,ec
2105,106,The Scientist,Coldplay,2246,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-11,ec
2176,177,Adventure Of A Lifetime,Coldplay,1527,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-11,ec
2276,77,Hymn For The Weekend - Seeb Remix,Coldplay,2980,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-12,ec
2305,106,The Scientist,Coldplay,2332,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-12,ec
2362,163,Adventure Of A Lifetime,Coldplay,1616,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-12,ec
2482,83,Hymn For The Weekend - Seeb Remix,Coldplay,2974,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-13,ec
2521,122,The Scientist,Coldplay,2191,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-13,ec
2574,175,Adventure Of A Lifetime,Coldplay,1599,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-13,ec
2692,93,Hymn For The Weekend - Seeb Remix,Coldplay,2817,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-14,ec
2741,142,The Scientist,Coldplay,2002,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-14,ec
2894,95,Hymn For The Weekend - Seeb Remix,Coldplay,2519,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-15,ec
2928,129,The Scientist,Coldplay,1932,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-15,ec
2987,188,Adventure Of A Lifetime,Coldplay,1387,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-15,ec
3089,90,Hymn For The Weekend - Seeb Remix,Coldplay,2612,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-16,ec
3102,103,The Scientist,Coldplay,2293,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-16,ec
3175,176,Adventure Of A Lifetime,Coldplay,1504,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-16,ec
3286,87,Hymn For The Weekend - Seeb Remix,Coldplay,2812,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-17,ec
3323,124,The Scientist,Coldplay,2018,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-17,ec
3367,168,Adventure Of A Lifetime,Coldplay,1578,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-17,ec
3482,83,Hymn For The Weekend - Seeb Remix,Coldplay,2852,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-18,ec
3518,119,The Scientist,Coldplay,2080,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-18,ec
3588,189,Adventure Of A Lifetime,Coldplay,1489,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-18,ec
3680,81,Hymn For The Weekend - Seeb Remix,Coldplay,2907,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-19,ec
3721,122,The Scientist,Coldplay,2132,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-19,ec
3797,198,Adventure Of A Lifetime,Coldplay,1461,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-19,ec
3888,89,Hymn For The Weekend - Seeb Remix,Coldplay,2730,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-20,ec
3931,132,The Scientist,Coldplay,2039,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-20,ec
3994,195,Adventure Of A Lifetime,Coldplay,1506,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-20,ec
4095,96,Hymn For The Weekend - Seeb Remix,Coldplay,2573,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-21,ec
4157,158,The Scientist,Coldplay,1750,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-21,ec
4290,91,Hymn For The Weekend - Seeb Remix,Coldplay,2638,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-22,ec
4346,147,The Scientist,Coldplay,1823,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-22,ec
4495,96,Hymn For The Weekend - Seeb Remix,Coldplay,2503,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-23,ec
4515,116,The Scientist,Coldplay,2067,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-23,ec
4674,75,Hymn For The Weekend - Seeb Remix,Coldplay,3030,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-24,ec
4735,136,The Scientist,Coldplay,1927,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-24,ec
4795,196,Adventure Of A Lifetime,Coldplay,1461,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-24,ec
4866,67,Hymn For The Weekend - Seeb Remix,Coldplay,3234,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-25,ec
4930,131,The Scientist,Coldplay,1988,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-25,ec
5070,71,Hymn For The Weekend - Seeb Remix,Coldplay,3036,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-26,ec
5129,130,The Scientist,Coldplay,1957,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-26,ec
5279,80,Hymn For The Weekend - Seeb Remix,Coldplay,2925,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-27,ec
5349,150,The Scientist,Coldplay,1889,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-27,ec
5493,94,Hymn For The Weekend - Seeb Remix,Coldplay,2694,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-28,ec
5563,164,The Scientist,Coldplay,1765,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-28,ec
5597,198,Adventure Of A Lifetime,Coldplay,1464,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-28,ec
5700,101,Hymn For The Weekend - Seeb Remix,Coldplay,2328,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-29,ec
5745,146,The Scientist,Coldplay,1729,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-29,ec
5897,98,Hymn For The Weekend - Seeb Remix,Coldplay,2318,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-30,ec
5916,117,The Scientist,Coldplay,2054,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-30,ec
6091,92,Hymn For The Weekend - Seeb Remix,Coldplay,2583,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-31,ec
6128,129,The Scientist,Coldplay,1924,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-31,ec
6288,89,Hymn For The Weekend - Seeb Remix,Coldplay,2623,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-01,ec
6323,124,The Scientist,Coldplay,1975,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-01,ec
6489,90,Hymn For The Weekend - Seeb Remix,Coldplay,2667,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-02,ec
6528,129,The Scientist,Coldplay,1990,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-02,ec
6701,102,Hymn For The Weekend - Seeb Remix,Coldplay,2517,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-03,ec
6749,150,The Scientist,Coldplay,1846,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-03,ec
6907,108,Hymn For The Weekend - Seeb Remix,Coldplay,2480,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-04,ec
6959,160,The Scientist,Coldplay,1799,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-04,ec
7113,114,Hymn For The Weekend - Seeb Remix,Coldplay,2000,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-05,ec
7129,130,The Scientist,Coldplay,1771,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-05,ec
7300,101,Hymn For The Weekend - Seeb Remix,Coldplay,2242,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-06,ec
7305,106,The Scientist,Coldplay,2135,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-06,ec
7500,101,Hymn For The Weekend - Seeb Remix,Coldplay,2400,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-07,ec
7529,130,The Scientist,Coldplay,1926,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-07,ec
7696,97,Hymn For The Weekend - Seeb Remix,Coldplay,2471,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-08,ec
7720,121,The Scientist,Coldplay,2037,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-08,ec
7905,106,Hymn For The Weekend - Seeb Remix,Coldplay,2363,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-09,ec
7917,118,The Scientist,Coldplay,2094,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-09,ec
8098,99,Hymn For The Weekend - Seeb Remix,Coldplay,2564,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-10,ec
8132,133,The Scientist,Coldplay,2004,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-10,ec
8305,106,Hymn For The Weekend - Seeb Remix,Coldplay,2402,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-11,ec
8339,140,The Scientist,Coldplay,1896,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-11,ec
8508,109,Hymn For The Weekend - Seeb Remix,Coldplay,2066,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-12,ec
8526,127,The Scientist,Coldplay,1762,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-12,ec
8704,105,The Scientist,Coldplay,2151,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-13,ec
8724,125,Hymn For The Weekend - Seeb Remix,Coldplay,1851,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-13,ec
8924,125,The Scientist,Coldplay,2018,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-14,ec
8942,143,Hymn For The Weekend - Seeb Remix,Coldplay,1715,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-14,ec
9121,122,The Scientist,Coldplay,2073,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-15,ec
9145,146,Hymn For The Weekend - Seeb Remix,Coldplay,1710,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-15,ec
9322,123,The Scientist,Coldplay,2066,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-16,ec
9370,171,Hymn For The Weekend - Seeb Remix,Coldplay,1627,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-16,ec
9529,130,The Scientist,Coldplay,2075,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-17,ec
9568,169,Hymn For The Weekend - Seeb Remix,Coldplay,1681,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-17,ec
9754,155,The Scientist,Coldplay,1812,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-18,ec
9779,180,Hymn For The Weekend - Seeb Remix,Coldplay,1659,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-18,ec
9935,136,The Scientist,Coldplay,1563,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-19,ec
9984,185,Hymn For The Weekend - Seeb Remix,Coldplay,1258,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-19,ec
10117,118,The Scientist,Coldplay,1773,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-20,ec
10166,167,Hymn For The Weekend - Seeb Remix,Coldplay,1301,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-20,ec
10329,130,The Scientist,Coldplay,1813,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-21,ec
10361,162,Hymn For The Weekend - Seeb Remix,Coldplay,1483,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-21,ec
10525,126,The Scientist,Coldplay,1914,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-22,ec
10564,165,Hymn For The Weekend - Seeb Remix,Coldplay,1487,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-22,ec
10723,124,The Scientist,Coldplay,2072,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-23,ec
10784,185,Hymn For The Weekend - Seeb Remix,Coldplay,1501,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-23,ec
10935,136,The Scientist,Coldplay,1918,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-24,ec
10975,176,Hymn For The Weekend - Seeb Remix,Coldplay,1639,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-24,ec
11154,155,The Scientist,Coldplay,1798,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-25,ec
11184,185,Hymn For The Weekend - Seeb Remix,Coldplay,1574,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-25,ec
11337,138,The Scientist,Coldplay,1632,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-26,ec
11394,195,Hymn For The Weekend - Seeb Remix,Coldplay,1232,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-26,ec
11531,132,The Scientist,Coldplay,1613,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-27,ec
11582,183,Hymn For The Weekend - Seeb Remix,Coldplay,1229,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-02-27,ec
11727,128,The Scientist,Coldplay,1711,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-28,ec
11922,123,The Scientist,Coldplay,1942,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-01,ec
11970,171,Hymn For The Weekend - Seeb Remix,Coldplay,1467,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-01,ec
12123,124,The Scientist,Coldplay,2038,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-02,ec
12186,187,Hymn For The Weekend - Seeb Remix,Coldplay,1448,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-02,ec
12337,138,The Scientist,Coldplay,2002,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-03,ec
12354,155,Hypnotised,Coldplay,1795,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-03,ec
12383,184,Hymn For The Weekend - Seeb Remix,Coldplay,1584,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-03,ec
12555,156,The Scientist,Coldplay,1788,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-04,ec
12593,194,Hymn For The Weekend - Seeb Remix,Coldplay,1489,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-04,ec
12748,149,The Scientist,Coldplay,1698,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-05,ec
12795,196,Hymn For The Weekend - Seeb Remix,Coldplay,1372,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-05,ec
12919,120,The Scientist,Coldplay,2132,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-06,ec
12983,184,Hymn For The Weekend - Seeb Remix,Coldplay,1420,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-06,ec
13129,130,The Scientist,Coldplay,2072,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-07,ec
13183,184,Hymn For The Weekend - Seeb Remix,Coldplay,1491,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-07,ec
13333,134,The Scientist,Coldplay,2010,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-08,ec
13392,193,Hymn For The Weekend - Seeb Remix,Coldplay,1455,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-08,ec
13535,136,The Scientist,Coldplay,2037,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-09,ec
13748,149,The Scientist,Coldplay,1889,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-10,ec
13785,186,Hymn For The Weekend - Seeb Remix,Coldplay,1555,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-10,ec
13933,134,The Scientist,Coldplay,1967,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-11,ec
14136,137,The Scientist,Coldplay,1813,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-12,ec
14298,99,The Scientist,Coldplay,2355,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-13,ec
14396,197,Hymn For The Weekend - Seeb Remix,Coldplay,1378,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-13,ec
14518,119,The Scientist,Coldplay,2136,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-14,ec
14591,192,Hymn For The Weekend - Seeb Remix,Coldplay,1454,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-14,ec
14721,122,The Scientist,Coldplay,2095,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-15,ec
14796,197,Hymn For The Weekend - Seeb Remix,Coldplay,1371,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-15,ec
14920,121,The Scientist,Coldplay,2229,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-16,ec
15130,131,The Scientist,Coldplay,2049,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-17,ec
15185,186,Hymn For The Weekend - Seeb Remix,Coldplay,1521,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-17,ec
15328,129,The Scientist,Coldplay,2017,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-18,ec
15527,128,The Scientist,Coldplay,1812,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-19,ec
15705,106,The Scientist,Coldplay,2224,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-20,ec
15921,122,The Scientist,Coldplay,2043,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-21,ec
15998,199,Hymn For The Weekend - Seeb Remix,Coldplay,1371,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-21,ec
16114,115,The Scientist,Coldplay,2166,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-22,ec
16199,200,Hymn For The Weekend - Seeb Remix,Coldplay,1401,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-22,ec
16315,116,The Scientist,Coldplay,2119,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-23,ec
16534,135,The Scientist,Coldplay,1936,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-24,ec
16733,134,The Scientist,Coldplay,1952,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-25,ec
16939,140,The Scientist,Coldplay,1637,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-26,ec
17109,110,The Scientist,Coldplay,2139,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-27,ec
17330,131,The Scientist,Coldplay,1908,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-28,ec
17531,132,The Scientist,Coldplay,1996,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-29,ec
17725,126,The Scientist,Coldplay,2119,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-30,ec
17930,131,The Scientist,Coldplay,2066,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-31,ec
17998,199,Hymn For The Weekend - Seeb Remix,Coldplay,1404,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-03-31,ec
18140,141,The Scientist,Coldplay,1905,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-01,ec
18198,199,Hymn For The Weekend - Seeb Remix,Coldplay,1404,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-04-01,ec
18333,134,The Scientist,Coldplay,1720,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-02,ec
18508,109,The Scientist,Coldplay,1918,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-03,ec
18721,122,The Scientist,Coldplay,2026,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-04,ec
18926,127,The Scientist,Coldplay,1983,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-05,ec
18996,197,Hymn For The Weekend - Seeb Remix,Coldplay,1363,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-04-05,ec
19126,127,The Scientist,Coldplay,2005,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-06,ec
19336,137,The Scientist,Coldplay,1951,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-07,ec
19542,143,The Scientist,Coldplay,1844,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-08,ec
19739,140,The Scientist,Coldplay,1693,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-09,ec
19913,114,The Scientist,Coldplay,2134,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-10,ec
