,Position,Track Name,Artist,Streams,URL,Date,Region
407935,136,A L I E N S,Coldplay,19830,https://open.spotify.com/track/6pwvH9LfroBLqd3dez9vBz,2017-07-07,it
407979,180,The Scientist,Coldplay,16640,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-07-07,it
407986,187,Hymn For The Weekend,Coldplay,15913,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-07-07,it
408197,198,The Scientist,Coldplay,14747,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-07-08,it
408393,194,The Scientist,Coldplay,13012,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-07-09,it
409263,64,Miracles (Someone Special),Coldplay,36444,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-14,it
409307,108,All I Can Think About Is You,Coldplay,23755,https://open.spotify.com/track/4gDyoe1FImDlXVt58ssnMf,2017-07-14,it
409352,153,A L I E N S,Coldplay,18462,https://open.spotify.com/track/6pwvH9LfroBLqd3dez9vBz,2017-07-14,it
409374,175,Something Just Like This - Tokyo Remix,Coldplay,17172,https://open.spotify.com/track/5ffwnb6hqsKZp8cG6q90OW,2017-07-14,it
409591,192,Miracles (Someone Special),Coldplay,14908,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-15,it
410366,167,Miracles (Someone Special),Coldplay,17175,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-19,it
410540,141,Miracles (Someone Special),Coldplay,18780,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-20,it
411594,195,Miracles (Someone Special),Coldplay,14435,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-25,it
411796,197,Miracles (Someone Special),Coldplay,14772,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-26,it
411958,159,Miracles (Someone Special),Coldplay,17284,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-27,it
416399,200,Miracles (Someone Special),Coldplay,12962,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-08-18,it
416999,200,Miracles (Someone Special),Coldplay,13206,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-08-21,it
417189,190,Miracles (Someone Special),Coldplay,13991,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-08-22,it
417390,191,Miracles (Someone Special),Coldplay,14281,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-08-23,it
418743,144,Miracles (Someone Special),Coldplay,18203,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-08-30,it
418995,196,Miracles (Someone Special),Coldplay,14791,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-08-31,it
419794,195,Miracles (Someone Special),Coldplay,14789,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-04,it
419969,170,Miracles (Someone Special),Coldplay,15979,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-05,it
420146,147,Miracles (Someone Special),Coldplay,17542,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-06,it
420381,182,Miracles (Someone Special),Coldplay,15701,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-07,it
420795,196,Miracles (Someone Special),Coldplay,14882,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-09,it
421182,183,Miracles (Someone Special),Coldplay,14810,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-11,it
421376,177,Miracles (Someone Special),Coldplay,15480,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-12,it
421580,181,Miracles (Someone Special),Coldplay,15596,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-13,it
421767,168,Miracles (Someone Special),Coldplay,15922,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-14,it
421966,167,Miracles (Someone Special),Coldplay,18347,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-15,it
422997,198,Miracles (Someone Special),Coldplay,14991,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-20,it
424392,193,Miracles (Someone Special),Coldplay,15259,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-09-27,it
425198,199,The Scientist,Coldplay,12858,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-01,it
427590,191,Miracles (Someone Special),Coldplay,16804,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-10-13,it
432584,185,Hymn For The Weekend - Seeb Remix,Coldplay,16215,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-11-07,it
437554,155,Christmas Lights,Coldplay,21331,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-02,it
437728,129,Christmas Lights,Coldplay,19786,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-03,it
438571,172,Christmas Lights,Coldplay,20099,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-07,it
438696,97,Christmas Lights,Coldplay,34038,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-08,it
438911,112,Christmas Lights,Coldplay,26455,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-09,it
439095,96,Christmas Lights,Coldplay,28095,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-10,it
439287,88,Christmas Lights,Coldplay,30610,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-11,it
439510,111,Christmas Lights,Coldplay,25390,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-12,it
439700,101,Christmas Lights,Coldplay,27850,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-13,it
439889,90,Christmas Lights,Coldplay,32111,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-14,it
440126,127,Christmas Lights,Coldplay,29672,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-15,it
440283,84,Christmas Lights,Coldplay,38228,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-16,it
440467,68,Christmas Lights,Coldplay,36735,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-17,it
440685,86,Christmas Lights,Coldplay,34252,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-18,it
440879,80,Christmas Lights,Coldplay,35525,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-19,it
441103,104,Christmas Lights,Coldplay,29558,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-20,it
441306,107,Christmas Lights,Coldplay,29809,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-21,it
441501,102,Christmas Lights,Coldplay,32464,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-22,it
441678,79,Christmas Lights,Coldplay,39783,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-23,it
441836,37,Christmas Lights,Coldplay,71852,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-24,it
442032,33,Christmas Lights,Coldplay,55700,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-25,it
442303,104,Christmas Lights,Coldplay,22942,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-26,it
443285,86,Hymn For The Weekend - Seeb Remix,Coldplay,39630,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-12-31,it
443581,182,Hymn For The Weekend - Seeb Remix,Coldplay,12748,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2018-01-01,it
443780,181,Hymn For The Weekend - Seeb Remix,Coldplay,17510,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2018-01-02,it
444168,169,Hymn For The Weekend - Seeb Remix,Coldplay,19684,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2018-01-04,it
448293,45,Hypnotised,Coldplay,1453,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-03,lt
455656,31,Miracles (Someone Special),Coldplay,1837,https://open.spotify.com/track/6uJwPeBGb3swi85TSr9iIz,2017-07-14,lt
461145,48,Christmas Lights,Coldplay,1091,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-19,lt
461212,55,Christmas Lights,Coldplay,1071,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-20,lt
461262,41,Christmas Lights,Coldplay,1399,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-21,lt
461331,37,Christmas Lights,Coldplay,1497,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-22,lt
461440,59,Christmas Lights,Coldplay,1357,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-23,lt
461523,47,Christmas Lights,Coldplay,1711,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-24,lt
461617,33,Christmas Lights,Coldplay,1485,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-25,lt
462082,84,The Scientist,Coldplay,21093,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-01,ph
462170,172,Hymn For The Weekend - Seeb Remix,Coldplay,11943,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,ph
462193,195,Everglow,Coldplay,11131,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-01,ph
462277,79,The Scientist,Coldplay,26581,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-02,ph
462375,177,Everglow,Coldplay,13912,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-02,ph
462384,186,Hymn For The Weekend - Seeb Remix,Coldplay,13517,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-02,ph
462472,74,The Scientist,Coldplay,30659,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-03,ph
462566,168,Everglow,Coldplay,15950,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-03,ph
462575,177,Hymn For The Weekend - Seeb Remix,Coldplay,15331,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-03,ph
462667,69,The Scientist,Coldplay,32411,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-04,ph
462767,169,Everglow,Coldplay,16250,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-04,ph
462783,185,Yellow,Coldplay,15129,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-04,ph
462786,188,Hymn For The Weekend - Seeb Remix,Coldplay,14992,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-04,ph
462864,66,The Scientist,Coldplay,34899,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-05,ph
462983,185,Everglow,Coldplay,15468,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-05,ph
462985,187,Hymn For The Weekend - Seeb Remix,Coldplay,15352,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-05,ph
462990,192,Yellow,Coldplay,14942,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-05,ph
463065,67,The Scientist,Coldplay,33032,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-06,ph
463193,195,Everglow,Coldplay,14749,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-06,ph
463195,197,Yellow,Coldplay,14700,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-06,ph
463275,77,The Scientist,Coldplay,30605,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-07,ph
463469,71,The Scientist,Coldplay,29214,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-08,ph
463664,66,The Scientist,Coldplay,33443,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-09,ph
463861,63,The Scientist,Coldplay,34728,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-10,ph
463982,184,Everglow,Coldplay,15072,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-10,ph
464061,63,The Scientist,Coldplay,35181,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-11,ph
464191,193,Everglow,Coldplay,15377,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-11,ph
464197,199,Yellow,Coldplay,14866,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-11,ph
464264,66,The Scientist,Coldplay,34862,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-12,ph
464398,200,Everglow,Coldplay,14874,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-12,ph
464466,68,The Scientist,Coldplay,32320,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-13,ph
464674,76,The Scientist,Coldplay,29912,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-14,ph
464872,74,The Scientist,Coldplay,28602,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-15,ph
465063,65,The Scientist,Coldplay,34701,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-16,ph
465198,200,Yellow,Coldplay,14053,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-16,ph
465262,64,The Scientist,Coldplay,35884,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-17,ph
465389,191,Everglow,Coldplay,15127,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-17,ph
465462,64,The Scientist,Coldplay,35999,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-18,ph
465591,193,Yellow,Coldplay,15460,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-18,ph
465596,198,Everglow,Coldplay,15146,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-18,ph
465663,65,The Scientist,Coldplay,36899,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-19,ph
465796,198,Everglow,Coldplay,15133,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-01-19,ph
465863,65,The Scientist,Coldplay,33682,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-20,ph
465994,196,Yellow,Coldplay,14870,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-20,ph
466070,72,The Scientist,Coldplay,31754,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-21,ph
466268,70,The Scientist,Coldplay,31364,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-22,ph
466463,65,The Scientist,Coldplay,34934,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-23,ph
466597,199,Yellow,Coldplay,14649,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-23,ph
466661,63,The Scientist,Coldplay,36609,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-24,ph
466789,191,Yellow,Coldplay,15620,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-24,ph
466861,63,The Scientist,Coldplay,37063,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-25,ph
466964,166,Yellow,Coldplay,17041,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-25,ph
467063,65,The Scientist,Coldplay,36741,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-26,ph
467176,178,Yellow,Coldplay,16306,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-26,ph
467266,68,The Scientist,Coldplay,35204,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-27,ph
467383,185,Yellow,Coldplay,15483,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-27,ph
467475,77,The Scientist,Coldplay,31805,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-28,ph
467672,74,The Scientist,Coldplay,31376,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-29,ph
467867,69,The Scientist,Coldplay,31225,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-30,ph
467986,188,Yellow,Coldplay,13879,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-30,ph
468061,63,The Scientist,Coldplay,36306,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-31,ph
468197,199,Yellow,Coldplay,15265,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-31,ph
468264,66,The Scientist,Coldplay,37718,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-01,ph
468374,176,Yellow,Coldplay,16779,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-01,ph
468460,62,The Scientist,Coldplay,39784,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-02,ph
468593,195,Yellow,Coldplay,15891,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-02,ph
468666,68,The Scientist,Coldplay,36948,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-03,ph
468793,195,Yellow,Coldplay,15464,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-03,ph
468873,75,The Scientist,Coldplay,33106,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-04,ph
469071,73,The Scientist,Coldplay,32726,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-05,ph
469262,64,The Scientist,Coldplay,38047,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-06,ph
469390,192,Yellow,Coldplay,15638,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-06,ph
469461,63,The Scientist,Coldplay,39017,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-07,ph
469661,63,The Scientist,Coldplay,39740,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-08,ph
469758,160,Yellow,Coldplay,18140,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-08,ph
469859,61,The Scientist,Coldplay,40453,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-09,ph
469957,159,Yellow,Coldplay,18468,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-09,ph
470062,64,The Scientist,Coldplay,38007,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-10,ph
470157,159,Yellow,Coldplay,17765,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-10,ph
470267,69,The Scientist,Coldplay,34495,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-11,ph
470361,163,Yellow,Coldplay,16531,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-11,ph
470463,65,The Scientist,Coldplay,35709,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-12,ph
470550,152,Yellow,Coldplay,18284,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-12,ph
470659,61,The Scientist,Coldplay,39851,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-13,ph
470754,156,Yellow,Coldplay,19220,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-13,ph
470857,59,The Scientist,Coldplay,40405,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-14,ph
470930,132,Yellow,Coldplay,24791,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-14,ph
471059,61,The Scientist,Coldplay,41339,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-15,ph
471145,147,Yellow,Coldplay,21002,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-15,ph
471195,197,Everglow,Coldplay,16228,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-02-15,ph
471259,61,The Scientist,Coldplay,42084,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-16,ph
471362,164,Yellow,Coldplay,18824,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-16,ph
471461,63,The Scientist,Coldplay,38648,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-17,ph
471568,170,Yellow,Coldplay,17906,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-17,ph
471670,72,The Scientist,Coldplay,35639,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-18,ph
471773,175,Yellow,Coldplay,16249,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-18,ph
471867,69,The Scientist,Coldplay,34957,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-19,ph
471977,179,Yellow,Coldplay,15794,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-19,ph
472062,64,The Scientist,Coldplay,39944,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-20,ph
472167,169,Yellow,Coldplay,17657,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-20,ph
472260,62,The Scientist,Coldplay,41907,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-21,ph
472369,171,Yellow,Coldplay,18049,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-21,ph
472393,195,Everglow,Coldplay,16025,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-02-21,ph
472464,66,The Scientist,Coldplay,41304,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-22,ph
472552,154,Yellow,Coldplay,20074,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-22,ph
472664,66,The Scientist,Coldplay,41792,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-23,ph
472759,161,Yellow,Coldplay,18725,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-23,ph
472798,200,Everglow,Coldplay,15991,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-02-23,ph
472865,67,The Scientist,Coldplay,38198,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-24,ph
472971,173,Yellow,Coldplay,17523,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-24,ph
473072,74,The Scientist,Coldplay,35558,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-25,ph
473183,185,Yellow,Coldplay,16102,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-25,ph
473270,72,The Scientist,Coldplay,34929,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-26,ph
473383,185,Yellow,Coldplay,15889,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-26,ph
473466,68,The Scientist,Coldplay,40930,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-27,ph
473569,171,Yellow,Coldplay,18143,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-27,ph
473664,66,The Scientist,Coldplay,41195,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-02-28,ph
473774,176,Yellow,Coldplay,17347,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-02-28,ph
473865,67,The Scientist,Coldplay,41496,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-01,ph
473954,156,Yellow,Coldplay,19164,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-01,ph
473998,200,Everglow,Coldplay,16024,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-03-01,ph
474065,67,The Scientist,Coldplay,43782,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-02,ph
474167,169,Yellow,Coldplay,19385,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-02,ph
474281,83,The Scientist,Coldplay,38625,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-03,ph
474319,121,Hypnotised,Coldplay,25133,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-03,ph
474390,192,Yellow,Coldplay,17469,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-03,ph
474485,87,The Scientist,Coldplay,34502,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-04,ph
474685,87,The Scientist,Coldplay,33863,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-05,ph
474881,83,The Scientist,Coldplay,39548,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-06,ph
474953,155,Hypnotised,Coldplay,20919,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-06,ph
474985,187,Yellow,Coldplay,17765,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-06,ph
475079,81,The Scientist,Coldplay,41409,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-07,ph
475150,152,Hypnotised,Coldplay,21735,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-07,ph
475179,181,Yellow,Coldplay,18607,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-07,ph
475198,200,Everglow,Coldplay,17309,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,2017-03-07,ph
475282,84,The Scientist,Coldplay,39673,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-08,ph
475348,150,Hypnotised,Coldplay,21726,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-08,ph
475373,175,Yellow,Coldplay,19583,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-08,ph
475479,81,The Scientist,Coldplay,42607,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-09,ph
475541,143,Hypnotised,Coldplay,23802,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-09,ph
475578,180,Yellow,Coldplay,19352,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-09,ph
475680,82,The Scientist,Coldplay,39086,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-10,ph
475779,181,Yellow,Coldplay,18424,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-03-10,ph
475781,183,Hypnotised,Coldplay,18360,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-10,ph
475885,87,The Scientist,Coldplay,35918,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-03-11,ph
475971,173,Hypnotised,Coldplay,18438,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,2017-03-11,ph
